,codipreg,pregunta,pregunta_mask,x,y,cluster
1143,867,¿Qué medidas se pueden tomar para reducir la evasión en el Impuesto sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,¿Qué medidas se pueden tomar para reducir la evasión en el [LOC] sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,11.833954,28.395798,0
1144,868,¿Cómo puedo obtener un plan de pagos para mi deuda del Impuesto Automotor del año 2024?,[MISC] puedo obtener un plan de pagos para mi deuda del [MISC] del año 2024?,-16.17636,18.275547,15
1145,869,Realizar un análisis de series de tiempo para la recaudación del Impuesto de Sellos y determinar el impacto del ciclo económico en su volatilidad.,Realizar un análisis de series de tiempo para la recaudación del [LOC] y determinar el impacto del ciclo económico en su volatilidad.,28.532362,3.2951465,8
1146,870,¿Qué medidas se pueden tomar para reducir la evasión en el Impuesto sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,¿Qué medidas se pueden tomar para reducir la evasión en el [LOC] sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,11.8224,28.393887,0
1147,871,¿Cómo puedo obtener un plan de pagos para mi deuda del Impuesto Automotor del año 2021?,[MISC] puedo obtener un plan de pagos para mi deuda del [MISC] del año 2021?,-0.5977073,22.387877,16
1148,872,Realizar un análisis de series de tiempo para la recaudación del Impuesto de Sellos y determinar el impacto del ciclo económico en su volatilidad.,Realizar un análisis de series de tiempo para la recaudación del [LOC] y determinar el impacto del ciclo económico en su volatilidad.,28.501495,3.332295,8
1149,873,¿Qué medidas se pueden tomar para reducir la evasión en el Impuesto sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,¿Qué medidas se pueden tomar para reducir la evasión en el [LOC] sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,11.947484,28.340254,0
1150,874,¿Qué medidas se pueden tomar para reducir la evasión en el Impuesto sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,¿Qué medidas se pueden tomar para reducir la evasión en el [LOC] sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,12.003448,28.256485,0
1151,875,¿Qué medidas se pueden tomar para reducir la evasión en el Impuesto sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,¿Qué medidas se pueden tomar para reducir la evasión en el [LOC] sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,11.882665,28.316301,0
1152,876,¿Qué medidas se pueden tomar para reducir la evasión en el Impuesto sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,¿Qué medidas se pueden tomar para reducir la evasión en el [LOC] sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,12.061144,28.562473,0
1153,877,Realizar un análisis de series de tiempo para la recaudación del Impuesto de Sellos y determinar el impacto del ciclo económico en su volatilidad.,Realizar un análisis de series de tiempo para la recaudación del [LOC] y determinar el impacto del ciclo económico en su volatilidad.,28.54605,3.3498104,8
1154,878,Realizar un análisis de series de tiempo para la recaudación del Impuesto de Sellos y determinar el impacto del ciclo económico en su volatilidad.,Realizar un análisis de series de tiempo para la recaudación del [LOC] y determinar el impacto del ciclo económico en su volatilidad.,28.598108,3.38507,8
1155,879,Realizar un análisis de series de tiempo para la recaudación del Impuesto de Sellos y determinar el impacto del ciclo económico en su volatilidad.,Realizar un análisis de series de tiempo para la recaudación del [LOC] y determinar el impacto del ciclo económico en su volatilidad.,28.571598,3.3430805,8
1156,880,¿Cómo puedo obtener un plan de pagos para mi deuda del Impuesto Automotor del año 2023?,[MISC] puedo obtener un plan de pagos para mi deuda del [MISC] del año 2023?,-18.22436,13.725654,17
1157,881,¿Qué medidas se pueden tomar para reducir la evasión en el Impuesto sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,¿Qué medidas se pueden tomar para reducir la evasión en el [LOC] sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,11.98765,28.30403,0
1158,882,¿Qué medidas se pueden tomar para reducir la evasión en el Impuesto sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,¿Qué medidas se pueden tomar para reducir la evasión en el [LOC] sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,11.805969,28.414667,0
1159,883,Realizar un análisis de series de tiempo para la recaudación del Impuesto de Sellos y determinar el impacto del ciclo económico en su volatilidad.,Realizar un análisis de series de tiempo para la recaudación del [LOC] y determinar el impacto del ciclo económico en su volatilidad.,28.562008,3.343022,8
1160,884,¿Qué medidas se pueden tomar para reducir la evasión en el Impuesto sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,¿Qué medidas se pueden tomar para reducir la evasión en el [LOC] sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,11.805347,28.410368,0
1161,885,Realizar un análisis de series de tiempo para la recaudación del Impuesto de Sellos y determinar el impacto del ciclo económico en su volatilidad.,Realizar un análisis de series de tiempo para la recaudación del [LOC] y determinar el impacto del ciclo económico en su volatilidad.,28.54746,3.3658159,8
1162,886,¿Cómo puedo obtener un plan de pagos para mi deuda del Impuesto Automotor del año 2020?,[MISC] puedo obtener un plan de pagos para mi deuda del [MISC] del año 2020?,-22.880762,10.717147,14
1163,887,¿Qué medidas se pueden tomar para reducir la evasión en el Impuesto sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,¿Qué medidas se pueden tomar para reducir la evasión en el [LOC] sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,11.95264,28.40557,0
1164,888,Realizar un análisis de series de tiempo para la recaudación del Impuesto de Sellos y determinar el impacto del ciclo económico en su volatilidad.,Realizar un análisis de series de tiempo para la recaudación del [LOC] y determinar el impacto del ciclo económico en su volatilidad.,28.398865,3.4423587,8
1165,889,Realizar un análisis de series de tiempo para la recaudación del Impuesto de Sellos y determinar el impacto del ciclo económico en su volatilidad.,Realizar un análisis de series de tiempo para la recaudación del [LOC] y determinar el impacto del ciclo económico en su volatilidad.,28.46042,3.3658855,8
1166,890,Realizar un análisis de series de tiempo para la recaudación del Impuesto de Sellos y determinar el impacto del ciclo económico en su volatilidad.,Realizar un análisis de series de tiempo para la recaudación del [LOC] y determinar el impacto del ciclo económico en su volatilidad.,28.402807,3.5144932,8
1167,891,¿Qué medidas se pueden tomar para reducir la evasión en el Impuesto sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,¿Qué medidas se pueden tomar para reducir la evasión en el [LOC] sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,11.875304,28.383781,0
1168,892,¿Cómo puedo obtener un plan de pagos para mi deuda del Impuesto Automotor del año 2023?,[MISC] puedo obtener un plan de pagos para mi deuda del [MISC] del año 2023?,-18.27656,13.777826,17
1169,893,Realizar un análisis de series de tiempo para la recaudación del Impuesto de Sellos y determinar el impacto del ciclo económico en su volatilidad.,Realizar un análisis de series de tiempo para la recaudación del [LOC] y determinar el impacto del ciclo económico en su volatilidad.,28.58041,3.3494186,8
1170,894,¿Cómo puedo obtener un plan de pagos para mi deuda del Impuesto Automotor del año 2021?,[MISC] puedo obtener un plan de pagos para mi deuda del [MISC] del año 2021?,-0.6168922,22.406986,16
1171,895,Realizar un análisis de series de tiempo para la recaudación del Impuesto de Sellos y determinar el impacto del ciclo económico en su volatilidad.,Realizar un análisis de series de tiempo para la recaudación del [LOC] y determinar el impacto del ciclo económico en su volatilidad.,28.542711,3.3671143,8
1172,896,¿Qué medidas se pueden tomar para reducir la evasión en el Impuesto sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,¿Qué medidas se pueden tomar para reducir la evasión en el [LOC] sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,11.773834,28.572203,0
1173,897,¿Qué medidas se pueden tomar para reducir la evasión en el Impuesto sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,¿Qué medidas se pueden tomar para reducir la evasión en el [LOC] sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,11.810775,28.435654,0
1174,898,Realizar un análisis de series de tiempo para la recaudación del Impuesto de Sellos y determinar el impacto del ciclo económico en su volatilidad.,Realizar un análisis de series de tiempo para la recaudación del [LOC] y determinar el impacto del ciclo económico en su volatilidad.,26.621052,-12.830032,9
1175,899,¿Cómo puedo obtener un plan de pagos para mi deuda del Impuesto Automotor del año 2022?,[MISC] puedo obtener un plan de pagos para mi deuda del [MISC] del año 2022?,-11.1886425,-18.80074,18
1176,900,¿Qué medidas se pueden tomar para reducir la evasión en el Impuesto sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,¿Qué medidas se pueden tomar para reducir la evasión en el [LOC] sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,11.75336,28.507286,0
1177,901,¿Cómo puedo obtener un plan de pagos para mi deuda del Impuesto Automotor del año 2020?,[MISC] puedo obtener un plan de pagos para mi deuda del [MISC] del año 2020?,-22.855219,10.691635,14
1178,902,Realizar un análisis de series de tiempo para la recaudación del Impuesto de Sellos y determinar el impacto del ciclo económico en su volatilidad.,Realizar un análisis de series de tiempo para la recaudación del [LOC] y determinar el impacto del ciclo económico en su volatilidad.,26.703379,-12.772761,9
1179,903,¿Qué medidas se pueden tomar para reducir la evasión en el Impuesto sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,¿Qué medidas se pueden tomar para reducir la evasión en el [LOC] sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,12.102623,28.618694,0
1180,904,¿Cómo puedo obtener un plan de pagos para mi deuda del Impuesto Automotor del año 2022?,[MISC] puedo obtener un plan de pagos para mi deuda del [MISC] del año 2022?,-11.255213,-18.734161,18
1181,905,¿Cómo puedo obtener un plan de pagos para mi deuda del Impuesto Automotor del año 2022?,[MISC] puedo obtener un plan de pagos para mi deuda del [MISC] del año 2022?,-11.27956,-18.709806,18
1182,906,Realizar un análisis de series de tiempo para la recaudación del Impuesto de Sellos y determinar el impacto del ciclo económico en su volatilidad.,Realizar un análisis de series de tiempo para la recaudación del [LOC] y determinar el impacto del ciclo económico en su volatilidad.,26.751043,-12.792933,9
1183,907,Realizar un análisis de series de tiempo para la recaudación del Impuesto de Sellos y determinar el impacto del ciclo económico en su volatilidad.,Realizar un análisis de series de tiempo para la recaudación del [LOC] y determinar el impacto del ciclo económico en su volatilidad.,26.653374,-12.843981,9
1184,908,¿Qué medidas se pueden tomar para reducir la evasión en el Impuesto sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,¿Qué medidas se pueden tomar para reducir la evasión en el [LOC] sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,11.9679785,28.317162,0
1185,909,¿Cómo puedo obtener un plan de pagos para mi deuda del Impuesto Automotor del año 2022?,[MISC] puedo obtener un plan de pagos para mi deuda del [MISC] del año 2022?,-11.27289,-18.716465,18
1186,910,¿Qué medidas se pueden tomar para reducir la evasión en el Impuesto sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,¿Qué medidas se pueden tomar para reducir la evasión en el [LOC] sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,12.093703,28.49266,0
1187,911,¿Qué medidas se pueden tomar para reducir la evasión en el Impuesto sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,¿Qué medidas se pueden tomar para reducir la evasión en el [LOC] sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,11.827392,28.469961,0
1188,912,¿Cómo puedo obtener un plan de pagos para mi deuda del Impuesto Automotor del año 2023?,[MISC] puedo obtener un plan de pagos para mi deuda del [MISC] del año 2023?,-18.240852,13.7420635,17
1189,913,¿Cómo puedo obtener un plan de pagos para mi deuda del Impuesto Automotor del año 2020?,[MISC] puedo obtener un plan de pagos para mi deuda del [MISC] del año 2020?,-22.824339,10.660923,14
1190,914,¿Cómo puedo obtener un plan de pagos para mi deuda del Impuesto Automotor del año 2019?,[MISC] puedo obtener un plan de pagos para mi deuda del [MISC] del año 2019?,-14.0823345,-4.0062118,13
1191,915,¿Cómo puedo obtener un plan de pagos para mi deuda del Impuesto Automotor del año 2022?,[MISC] puedo obtener un plan de pagos para mi deuda del [MISC] del año 2022?,-11.192769,-18.796616,18
1192,916,¿Qué medidas se pueden tomar para reducir la evasión en el Impuesto sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,¿Qué medidas se pueden tomar para reducir la evasión en el [LOC] sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,12.044248,28.303791,0
1193,917,¿Cómo puedo obtener un plan de pagos para mi deuda del Impuesto Automotor del año 2020?,[MISC] puedo obtener un plan de pagos para mi deuda del [MISC] del año 2020?,-22.862442,10.698942,14
1194,918,Realizar un análisis de series de tiempo para la recaudación del Impuesto de Sellos y determinar el impacto del ciclo económico en su volatilidad.,Realizar un análisis de series de tiempo para la recaudación del [LOC] y determinar el impacto del ciclo económico en su volatilidad.,26.663963,-12.836169,9
1195,919,¿Cómo puedo obtener un plan de pagos para mi deuda del Impuesto Automotor del año 2024?,[MISC] puedo obtener un plan de pagos para mi deuda del [MISC] del año 2024?,-16.13139,18.247007,15
1196,920,Realizar un análisis de series de tiempo para la recaudación del Impuesto de Sellos y determinar el impacto del ciclo económico en su volatilidad.,Realizar un análisis de series de tiempo para la recaudación del [LOC] y determinar el impacto del ciclo económico en su volatilidad.,26.950134,-12.541482,9
1197,921,¿Qué medidas se pueden tomar para reducir la evasión en el Impuesto sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,¿Qué medidas se pueden tomar para reducir la evasión en el [LOC] sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,11.8247385,28.44423,0
1198,922,Realizar un análisis de series de tiempo para la recaudación del Impuesto de Sellos y determinar el impacto del ciclo económico en su volatilidad.,Realizar un análisis de series de tiempo para la recaudación del [LOC] y determinar el impacto del ciclo económico en su volatilidad.,26.673939,-12.637845,9
1199,923,¿Qué medidas se pueden tomar para reducir la evasión en el Impuesto sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,¿Qué medidas se pueden tomar para reducir la evasión en el [LOC] sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,11.811262,28.423588,0
1200,924,¿Cómo puedo obtener un plan de pagos para mi deuda del Impuesto Automotor del año 2019?,[MISC] puedo obtener un plan de pagos para mi deuda del [MISC] del año 2019?,-14.10889,-3.9796693,13
1201,925,Realizar un análisis de series de tiempo para la recaudación del Impuesto de Sellos y determinar el impacto del ciclo económico en su volatilidad.,Realizar un análisis de series de tiempo para la recaudación del [LOC] y determinar el impacto del ciclo económico en su volatilidad.,26.698555,-12.798543,9
1202,926,Realizar un análisis de series de tiempo para la recaudación del Impuesto de Sellos y determinar el impacto del ciclo económico en su volatilidad.,Realizar un análisis de series de tiempo para la recaudación del [LOC] y determinar el impacto del ciclo económico en su volatilidad.,26.720863,-12.759431,9
1203,927,¿Cómo puedo obtener un plan de pagos para mi deuda del Impuesto Automotor del año 2024?,[MISC] puedo obtener un plan de pagos para mi deuda del [MISC] del año 2024?,-16.126745,18.324923,15
1204,928,¿Cómo puedo obtener un plan de pagos para mi deuda del Impuesto Automotor del año 2022?,[MISC] puedo obtener un plan de pagos para mi deuda del [MISC] del año 2022?,-11.223021,-18.766378,18
1205,929,Realizar un análisis de series de tiempo para la recaudación del Impuesto de Sellos y determinar el impacto del ciclo económico en su volatilidad.,Realizar un análisis de series de tiempo para la recaudación del [LOC] y determinar el impacto del ciclo económico en su volatilidad.,26.717424,-12.589091,9
1206,930,¿Cómo puedo obtener un plan de pagos para mi deuda del Impuesto Automotor del año 2019?,[MISC] puedo obtener un plan de pagos para mi deuda del [MISC] del año 2019?,-14.1009035,-3.987608,13
1207,931,¿Qué medidas se pueden tomar para reducir la evasión en el Impuesto sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,¿Qué medidas se pueden tomar para reducir la evasión en el [LOC] sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,11.944419,28.48947,0
1208,932,¿Qué medidas se pueden tomar para reducir la evasión en el Impuesto sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,¿Qué medidas se pueden tomar para reducir la evasión en el [LOC] sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,11.886705,28.348682,0
1209,933,¿Cómo puedo obtener un plan de pagos para mi deuda del Impuesto Automotor del año 2024?,[MISC] puedo obtener un plan de pagos para mi deuda del [MISC] del año 2024?,-16.166319,18.285501,15
1210,934,¿Cómo puedo obtener un plan de pagos para mi deuda del Impuesto Automotor del año 2024?,[MISC] puedo obtener un plan de pagos para mi deuda del [MISC] del año 2024?,-16.13225,18.319468,15
1211,935,¿Cómo puedo obtener un plan de pagos para mi deuda del Impuesto Automotor del año 2024?,[MISC] puedo obtener un plan de pagos para mi deuda del [MISC] del año 2024?,-16.19086,18.260729,15
1212,936,¿Qué medidas se pueden tomar para reducir la evasión en el Impuesto sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,¿Qué medidas se pueden tomar para reducir la evasión en el [LOC] sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,11.71283,28.561216,0
1213,937,¿Cómo puedo obtener un plan de pagos para mi deuda del Impuesto Automotor del año 2021?,[MISC] puedo obtener un plan de pagos para mi deuda del [MISC] del año 2021?,-0.63477826,22.424986,16
1214,938,¿Qué medidas se pueden tomar para reducir la evasión en el Impuesto sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,¿Qué medidas se pueden tomar para reducir la evasión en el [LOC] sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,11.919499,28.537622,0
1215,939,¿Cómo puedo obtener un plan de pagos para mi deuda del Impuesto Automotor del año 2020?,[MISC] puedo obtener un plan de pagos para mi deuda del [MISC] del año 2020?,-22.870579,10.706967,14
1216,940,¿Qué medidas se pueden tomar para reducir la evasión en el Impuesto sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,¿Qué medidas se pueden tomar para reducir la evasión en el [LOC] sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,11.875518,28.575205,0
1217,941,Realizar un análisis de series de tiempo para la recaudación del Impuesto de Sellos y determinar el impacto del ciclo económico en su volatilidad.,Realizar un análisis de series de tiempo para la recaudación del [LOC] y determinar el impacto del ciclo económico en su volatilidad.,28.65448,3.470597,8
1218,942,Realizar un análisis de series de tiempo para la recaudación del Impuesto de Sellos y determinar el impacto del ciclo económico en su volatilidad.,Realizar un análisis de series de tiempo para la recaudación del [LOC] y determinar el impacto del ciclo económico en su volatilidad.,28.46011,3.280501,8
1219,943,Realizar un análisis de series de tiempo para la recaudación del Impuesto de Sellos y determinar el impacto del ciclo económico en su volatilidad.,Realizar un análisis de series de tiempo para la recaudación del [LOC] y determinar el impacto del ciclo económico en su volatilidad.,28.399101,3.4475455,8
1220,944,Realizar un análisis de series de tiempo para la recaudación del Impuesto de Sellos y determinar el impacto del ciclo económico en su volatilidad.,Realizar un análisis de series de tiempo para la recaudación del [LOC] y determinar el impacto del ciclo económico en su volatilidad.,28.492434,3.293004,8
1221,945,Realizar un análisis de series de tiempo para la recaudación del Impuesto de Sellos y determinar el impacto del ciclo económico en su volatilidad.,Realizar un análisis de series de tiempo para la recaudación del [LOC] y determinar el impacto del ciclo económico en su volatilidad.,28.409117,3.198376,8
1222,946,¿Qué medidas se pueden tomar para reducir la evasión en el Impuesto sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,¿Qué medidas se pueden tomar para reducir la evasión en el [LOC] sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,12.046322,28.508575,0
1223,947,¿Qué medidas se pueden tomar para reducir la evasión en el Impuesto sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,¿Qué medidas se pueden tomar para reducir la evasión en el [LOC] sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,11.905786,28.577032,0
1224,948,Realizar un análisis de series de tiempo para la recaudación del Impuesto de Sellos y determinar el impacto del ciclo económico en su volatilidad.,Realizar un análisis de series de tiempo para la recaudación del [LOC] y determinar el impacto del ciclo económico en su volatilidad.,28.524895,3.3129203,8
1225,949,¿Cómo puedo obtener un plan de pagos para mi deuda del Impuesto Automotor del año 2019?,[MISC] puedo obtener un plan de pagos para mi deuda del [MISC] del año 2019?,-14.142577,-3.9460227,13
1226,950,¿Qué medidas se pueden tomar para reducir la evasión en el Impuesto sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,¿Qué medidas se pueden tomar para reducir la evasión en el [LOC] sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,11.858409,28.520725,0
1227,951,Realizar un análisis de series de tiempo para la recaudación del Impuesto de Sellos y determinar el impacto del ciclo económico en su volatilidad.,Realizar un análisis de series de tiempo para la recaudación del [LOC] y determinar el impacto del ciclo económico en su volatilidad.,28.471628,3.2989914,8
1228,952,Realizar un análisis de series de tiempo para la recaudación del Impuesto de Sellos y determinar el impacto del ciclo económico en su volatilidad.,Realizar un análisis de series de tiempo para la recaudación del [LOC] y determinar el impacto del ciclo económico en su volatilidad.,28.51038,3.4119592,8
1229,953,¿Cómo puedo obtener un plan de pagos para mi deuda del Impuesto Automotor del año 2022?,[MISC] puedo obtener un plan de pagos para mi deuda del [MISC] del año 2022?,-11.236731,-18.752665,18
1230,954,¿Cómo puedo obtener un plan de pagos para mi deuda del Impuesto Automotor del año 2022?,[MISC] puedo obtener un plan de pagos para mi deuda del [MISC] del año 2022?,-11.217224,-18.772175,18
1231,955,¿Cómo puedo obtener un plan de pagos para mi deuda del Impuesto Automotor del año 2020?,[MISC] puedo obtener un plan de pagos para mi deuda del [MISC] del año 2020?,-22.846737,10.68321,14
1232,956,Realizar un análisis de series de tiempo para la recaudación del Impuesto de Sellos y determinar el impacto del ciclo económico en su volatilidad.,Realizar un análisis de series de tiempo para la recaudación del [LOC] y determinar el impacto del ciclo económico en su volatilidad.,28.608364,3.4203267,8
1233,957,¿Qué medidas se pueden tomar para reducir la evasión en el Impuesto sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,¿Qué medidas se pueden tomar para reducir la evasión en el [LOC] sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,11.906975,28.401878,0
1234,958,Realizar un análisis de series de tiempo para la recaudación del Impuesto de Sellos y determinar el impacto del ciclo económico en su volatilidad.,Realizar un análisis de series de tiempo para la recaudación del [LOC] y determinar el impacto del ciclo económico en su volatilidad.,28.575842,3.2277257,8
1235,959,¿Cómo puedo obtener un plan de pagos para mi deuda del Impuesto Automotor del año 2019?,[MISC] puedo obtener un plan de pagos para mi deuda del [MISC] del año 2019?,-14.04759,-4.0410204,13
1236,960,Realizar un análisis de series de tiempo para la recaudación del Impuesto de Sellos y determinar el impacto del ciclo económico en su volatilidad.,Realizar un análisis de series de tiempo para la recaudación del [LOC] y determinar el impacto del ciclo económico en su volatilidad.,28.48936,3.28095,8
1237,961,¿Cómo puedo obtener un plan de pagos para mi deuda del Impuesto Automotor del año 2024?,[MISC] puedo obtener un plan de pagos para mi deuda del [MISC] del año 2024?,-16.148796,18.302807,15
1238,962,¿Qué medidas se pueden tomar para reducir la evasión en el Impuesto sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,¿Qué medidas se pueden tomar para reducir la evasión en el [LOC] sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,11.938732,28.523195,0
1239,963,¿Cómo puedo obtener un plan de pagos para mi deuda del Impuesto Automotor del año 2020?,[MISC] puedo obtener un plan de pagos para mi deuda del [MISC] del año 2020?,-22.813995,10.650759,14
1240,964,¿Cómo puedo obtener un plan de pagos para mi deuda del Impuesto Automotor del año 2024?,[MISC] puedo obtener un plan de pagos para mi deuda del [MISC] del año 2024?,-16.16653,18.285263,15
1241,965,¿Qué medidas se pueden tomar para reducir la evasión en el Impuesto sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,¿Qué medidas se pueden tomar para reducir la evasión en el [LOC] sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,11.999479,28.61997,0
1242,966,¿Qué medidas se pueden tomar para reducir la evasión en el Impuesto sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,¿Qué medidas se pueden tomar para reducir la evasión en el [LOC] sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,11.847064,28.457966,0
1243,967,Realizar un análisis de series de tiempo para la recaudación del Impuesto de Sellos y determinar el impacto del ciclo económico en su volatilidad.,Realizar un análisis de series de tiempo para la recaudación del [LOC] y determinar el impacto del ciclo económico en su volatilidad.,28.60688,3.270889,8
1244,968,Realizar un análisis de series de tiempo para la recaudación del Impuesto de Sellos y determinar el impacto del ciclo económico en su volatilidad.,Realizar un análisis de series de tiempo para la recaudación del [LOC] y determinar el impacto del ciclo económico en su volatilidad.,28.521898,3.3146567,8
1245,969,¿Qué medidas se pueden tomar para reducir la evasión en el Impuesto sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,¿Qué medidas se pueden tomar para reducir la evasión en el [LOC] sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,11.946606,28.526743,0
1246,970,¿Cómo puedo obtener un plan de pagos para mi deuda del Impuesto Automotor del año 2022?,[MISC] puedo obtener un plan de pagos para mi deuda del [MISC] del año 2022?,-11.25615,-18.733252,18
1247,971,¿Cómo puedo obtener un plan de pagos para mi deuda del Impuesto Automotor del año 2024?,[MISC] puedo obtener un plan de pagos para mi deuda del [MISC] del año 2024?,-16.172443,18.27981,15
1248,972,¿Qué medidas se pueden tomar para reducir la evasión en el Impuesto sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,¿Qué medidas se pueden tomar para reducir la evasión en el [LOC] sobre los Ingresos Brutos sin aumentar la presión fiscal sobre los pequeños contribuyentes?,11.920695,28.50415,0
1249,973,¿Cómo puedo obtener un plan de pagos para mi deuda del Impuesto Automotor del año 2021?,[MISC] puedo obtener un plan de pagos para mi deuda del [MISC] del año 2021?,-0.58050525,22.370577,16
1250,974,¿Cómo puedo obtener un plan de pagos para mi deuda del Impuesto Automotor del año 2024?,[MISC] puedo obtener un plan de pagos para mi deuda del [MISC] del año 2024?,-16.176607,18.275076,15
1251,975,Realizar un análisis de series de tiempo para la recaudación del Impuesto de Sellos y determinar el impacto del ciclo económico en su volatilidad.,Realizar un análisis de series de tiempo para la recaudación del [LOC] y determinar el impacto del ciclo económico en su volatilidad.,28.583921,3.2910228,8
